city_name;postal_code;area_sqm;population;category
Frankenau;35110;57.29;2852;smaller
Schillingsfürst;91583;45073;2828;smaller
Oberwesel;55430;45156;2813;smaller
Meisenheim;55590;12328;2805;smaller
Laucha an der Unstrut;06636;31.17;2790;smaller
Themar;98660;20.18;2784;smaller
Sankt Goar;56329;23.17;2783;smaller
Wustrow (Wendland);29462;30.19;2772;smaller
Elterlein;09481;45.74;2765;smaller
Sulzburg;79295;22.74;2762;smaller
Garding;25836;45080;2753;smaller
Frauenstein;09623;58.98;2705;smaller
Elstra / Halštrow;01920;32.63;2683;smaller
Romrod;36329;54.43;2669;smaller
Ebeleben;99713;44.54;2652;smaller
Bad Bibra;06647;49.77;2644;smaller
Putlitz;16949;119.68;2633;smaller
Tribsees;18465;54.98;2623;smaller
Schkölen;07619;53.43;2607;smaller
Brüel;19412;27.21;2602;smaller
Friedrichstadt;25840;44961;2593;smaller
Wallenfels;96346;45.65;2573;smaller
Lauterstein;73111;23.31;2561;smaller
Alsleben (Saale);06425;45130;2545;smaller
Jöhstadt;09477;49.69;2539;smaller
Bad Wilsnack;19336;79.62;2536;smaller
Friesack;14662;84.01;2520;smaller
Ziesar;14793;67.95;2514;smaller
Rastenberg;99636;35.52;2497;smaller
Betzenstein;91282;51.84;2490;smaller
Golßen;15938;63.68;2484;smaller
Scheer;72516;18.72;2480;smaller
Gefell;07926;45.22;2461;smaller
Wegeleben;38828;51.77;2458;smaller
Bad Tennstedt;99955;27.42;2452;smaller
Gartz (Oder);16307;61.88;2442;smaller
Schönau im Schwarzwald;79677;14.72;2415;smaller
Osterfeld;06721;27.61;2407;smaller
Dommitzsch;04880;30.44;2403;smaller
Schwanebeck;39397;32.61;2400;smaller
Schlieben;04936;78.65;2393;smaller
Schönsee;92539;50.28;2375;smaller
Krempe;25361;13940;2374;smaller
Rethem (Aller);27336;34.08;2352;smaller
Grebenau;36323;55.34;2342;smaller
Schlettau;09487;21.22;2321;smaller
Pleystein;92714;42.4;2309;smaller
Aach;78267;25112;2304;smaller
Eckartsberga;06648;35.97;2302;smaller
Mainbernheim;97350;44531;2280;smaller
Garz/Rügen;18574;65.91;2254;smaller
Katzenelnbogen;56368;43344;2240;smaller
Fladungen;97650;46.34;2192;smaller
Ostritz;02899;23.48;2178;smaller
Hayingen;72534;63.37;2174;smaller
Rerik;18230;34.22;2166;smaller
Rosenthal;35119;51.55;2148;smaller
Veringenstadt;72519;31.25;2143;smaller
Meyenburg;16945;50.74;2125;smaller
Oderberg;16248;36.12;2117;smaller
Hirschberg;07927;24.13;2110;smaller
Gebesee;99189;45162;2105;smaller
Königstein/Sächs. Schw.;01824;45073;2085;smaller
Lenzen (Elbe);19309;96.19;2058;smaller
Ortrand;01990;13332;2054;smaller
Oberwiesenthal;09484;40.03;2043;smaller
Niemegk;14823;45.12;2042;smaller
Leutenberg;07338;57.52;2030;smaller
Scheibenberg;09481;9;2022;smaller
Wiesensteig;73349;23.41;2015;smaller
Magdala;99441;20.58;1987;smaller
Sachsenhagen;31553;15.47;1983;smaller
Plaue;99338;22.69;1977;smaller
Lauterecken;67742;32721;1974;smaller
Marktsteft;97342;18902;1962;smaller
Teuschnitz;96358;34.25;1948;smaller
Langenburg;74595;31.4;1934;smaller
Rieneck;97794;26.19;1915;smaller
Schauenstein;95197;26.66;1902;smaller
Gräfenthal;98743;36.42;1878;smaller
Teupitz;15755;48.15;1878;smaller
Wolfstein;67752;13.75;1843;smaller
Bacharach;55422;23.35;1839;smaller
Widdern;74259;25.23;1836;smaller
Hettingen;72513;46.06;1797;smaller
Velden;91235;21.34;1784;smaller
Penkun;17328;78.87;1773;smaller
Brüssow;17326;101.81;1759;smaller
Bad Sülze;18334;26.67;1758;smaller
Neukalen;17154;47.97;1744;smaller
Usedom;17406;39.06;1741;smaller
Sayda;09619;35.3;1690;smaller
Ranis;07389;21094;1648;smaller
Röttingen;97285;27.21;1646;smaller
Ornbau;91737;15.16;1639;smaller
Lehesten;07349;35.94;1596;smaller
Rhinow;14728;31.66;1593;smaller
Oberhof;98559;45039;1570;smaller
Stadt Wehlen;01829;31321;1555;smaller
Neuerburg;54673;43009;1544;smaller
Stadtprozelten;97909;32051;1522;smaller
Buckow (Märkische Schweiz);15377;14.42;1464;smaller
Arneburg;39596;44957;1461;smaller
Lassan;17440;28.21;1456;smaller
Hohenberg a.d.Eger;95691;15.66;1436;smaller
Hohenleuben;07958;19603;1431;smaller
Aub;97239;17.54;1430;smaller
Hornbach;66500;13.34;1427;smaller
Manderscheid;54531;45087;1423;smaller
Kroppenstedt;39397;38.69;1395;smaller
Franzburg;18461;44972;1367;smaller
Lieberose;15868;73.03;1340;smaller
Richtenberg;18461;15.67;1319;smaller
Schwarzenborn;34639;45195;1289;smaller
Sankt Goarshausen;56346;45084;1288;smaller
Liebstadt;01825;37.36;1271;smaller
Neustadt am Kulm;95514;45005;1130;smaller
Schraplau;06279;45084;1093;smaller
Orlamünde;07768;17349;1083;smaller
Obermoschel;67823;42278;1049;smaller
Clingen;99718;27668;1049;smaller
Kupferberg;95362;47331;1047;smaller
Lichtenberg;95192;17411;1016;smaller
Rothenfels;97851;45119;1007;smaller
Kyllburg;54655;22737;992;smaller
Werben (Elbe);39596;53.1;986;smaller
Stößen;06667;47300;916;smaller
Märkisch Buchholz;15748;24.86;841;smaller
Kaub;56349;45059;829;smaller
Sandau (Elbe);39524;18.58;829;smaller
Ziegenrück;07924;45870;629;smaller
Schnackenburg;29493;45130;517;smaller
Neumark;99439;24685;474;smaller
Ummerstadt;98663;15.73;452;smaller
Arnis;24399;0.45;268;smaller
